"","ORF","WT","swr1","Ratios"
"365","YKL097C",0.0245682078104151,0.044858369102563,-0.868584549374711
"4952","YGL072C",0.0491364156208301,0.0897167382051259,-0.868584549374711
"1888","YLR314C",17.7518950434588,32.4118969984903,-0.8685504180955
"2554","YNL098C",12.5161369789726,22.8225579418732,-0.866671144384629
"462","YCL027W",2.4786591879841,4.51344206047326,-0.864668170883099
"2536","YPR191W",7.67347023945297,13.9647553660056,-0.863839227965012
"2885","YMR144W",1.60239310941263,2.91579399166659,-0.863660670735426
"3457","YCL010C",2.72707106695607,4.95857510772177,-0.862573311340849
"5555","YNL290W",4.386789994593,7.97443776892484,-0.862217163468468
"4561","YDR482C",0.966349507209659,1.7563776825542,-0.861986128668629
"852","YDR229W",3.2784908422565,5.95581115930951,-0.861266146149252
"179","YPR057W",2.4213333697598,4.39612017205117,-0.860429100631168
"4459","YPR034W",5.37497790874525,9.758420601696,-0.860388841583776
"3902","YLL029W",10.1493996265692,18.426437769822,-0.860382804331366
"434","YBL060W",2.75982867736996,5.00688412060145,-0.859334354839661
"2300","YKL142W",6.74260814352502,12.2221802585598,-0.858123002955805
"4014","YNL053W",3.37130407176251,6.11109012927992,-0.858123002955805
"2843","YGR045C",0.0818940260347169,0.14837768241617,-0.85744399176951
"5160","YNL089C",0.0818940260347169,0.14837768241617,-0.85744399176951
"5231","YIL117C",4.81536873084135,8.70942489345145,-0.85493118210096
"5981","YLR252W",0.354874112817107,0.641819742544362,-0.854860830755508
"4106","YPR079W",1.88356259879849,3.40578540801766,-0.854523555466797
"4889","YKL120W",12.928336910014,23.3712103024353,-0.854195747466582
"2817","YHR005C",10.7526856183583,19.430575108964,-0.853631566613918
"4508","YLR232W",0.0191086060747673,0.0345064377712023,-0.852643005505689
"4609","YKL063C",1.33214282349806,2.4050987126528,-0.852347340981468
"5717","YBR047W",0.414929731909232,0.748789699635089,-0.851693551676825
"5081","YLR042C",0.764344242990691,1.37680686707097,-0.84903175195331
"5493","YKR080W",6.15024135520724,11.0765665245559,-0.848795816450169
"1399","YCL055W",4.47141382149554,8.04690128824437,-0.847702264235419
"3884","YKL189W",1.73342355106817,3.11938197451669,-0.847636013431591
"2658","YPR052C",1.68974673718299,3.04001716764292,-0.84727244238208
"131","YLR349W",0.0709748225634213,0.127673819753448,-0.847083480163789
"275","YOR264W",4.36222178678259,7.8467639491714,-0.847034678640202
"1620","YDR177W",5.52784675734339,9.93440343432913,-0.845715713580016
"2460","YNL180C",3.50506431428588,6.29742489324441,-0.84532109420837
"5235","YHR156C",1.12194815667562,2.01517596583821,-0.844899807874266
"1772","YGR088W",0.928132295060125,1.66666094434907,-0.844558275374003
"3290","YDR123C",0.936321697663596,1.68046351945755,-0.843783028585461
"3303","YOR279C",0.559609177903899,1.00413733914199,-0.843465076078769
"3969","YLR051C",3.72890798544744,6.69079828383612,-0.843425152492633
"3337","YDR215C",0.169247653805082,0.30365665238658,-0.843305140926353
"1641","YPL170W",1.62423151635522,2.91234334788947,-0.84242316318781
"5414","YPR133C",8.20851120954646,14.7135450656406,-0.841952402861104
"4045","YDR153C",4.9354799690256,8.84400000075914,-0.841508633552321
"5776","YDR171W",2.90723792423245,5.20702145967442,-0.840809208089414
"4458","YMR200W",6.45051945066787,11.5527553657985,-0.840749731252428
"5978","YFL013C",3.78623380367174,6.78051502204125,-0.840631357498297
"2090","YLR316C",0.949970702002716,1.70116738212027,-0.840570173205114
"4564","YLR074C",5.63976859292417,10.0965836918538,-0.840159347949359
"773","YJR074W",2.1128658716957,3.77845493594665,-0.838595231020057
"2116","YER020W",3.55147092903889,6.34918454990122,-0.838154636902511
"1929","YPL274W",9.97196257016069,17.8156738212717,-0.837197677075272
"1788","YBL044W",0.0464066147530062,0.0828154506508854,-0.835569492146748
"160","YGR050C",0.199275463351144,0.355416309043383,-0.834745800979132
"3830","YDL166C",3.95548145747683,7.05311588043374,-0.834407434056623
"740","YDR510W",8.59887273364527,15.327759657968,-0.83392739694827
"5855","YHR059W",1.48228187122838,2.63974248949697,-0.832577382451584
"2258","YPL181W",2.91815712770375,5.19666952834306,-0.832529749627369
"969","YNL322C",7.46873517436618,13.2953304732442,-0.831983788449583
"565","YLR258W",5.85542286148226,10.417493563126,-0.831162941802648
"2387","YOR281C",4.48233302496684,7.97443776892484,-0.831132965365757
"1668","YPL173W",2.99732135287064,5.33124463565075,-0.830798616462469
"695","YPL055C",1.70612554238994,3.03311588008868,-0.830076808269886
"5727","YDR073W",1.83442618317766,3.25740772560149,-0.828395459259012
"4956","YBR057C",3.30578885093474,5.86954506488151,-0.828254108644987
"3744","YLR053C",0.35760391368493,0.634918454990122,-0.828208787195494
"3940","YGR117C",4.98188658377861,8.84400000075914,-0.828006847312767
"4186","YOL109W",58.2102737054768,103.329527905865,-0.827906877791846
"4873","YJL184W",1.89994140400543,3.37127897024646,-0.827341088795588
"4264","YLR387C",7.02923723464653,12.4671759667354,-0.826694655150432
"596","YHR137W",4.35403238417911,7.71909012941795,-0.826078665082818
"4250","YPL064C",2.32033073765031,4.11316738232731,-0.825919322113029
"5719","YOR140W",1.19019317837122,2.10834334782046,-0.824914077717735
"6061","YPR139C",4.13291851388538,7.318815451272,-0.824449248220755
"4136","YLR262C",1.38946864172236,2.46030901308672,-0.824306253044124
"1945","YNL332W",0.0136490043391195,0.0241545064398416,-0.823496659846173
"4951","YGR023W",0.0545960173564779,0.0966180257593664,-0.823496659846173
"5491","YJL182C",0.0136490043391195,0.0241545064398416,-0.823496659846173
"4431","YER112W",3.44500869519376,6.0903862666172,-0.822026105851925
"5937","YDR240C",2.52779560360493,4.46858369137069,-0.821937831989611
"1057","YNL305C",2.74344987216302,4.84815450685392,-0.821444461717929
"5813","YKR016W",5.45414213391214,9.63074678194255,-0.82029537394958
"4331","YPR120C",2.24389631335124,3.96133905613402,-0.819982175669936
"4562","YPR182W",1.08919054626173,1.92200858385597,-0.819358413793617
"5370","YER135C",0.131030441655547,0.231193133067055,-0.819196522412547
"2535","YGR183C",1.53414808771703,2.70530472126226,-0.818353356570213
"590","YDR296W",2.48957839145539,4.38921888449693,-0.818062773795545
"2723","YOR066W",1.28027660700941,2.25672103023663,-0.817772545658637
"2970","YNL289W",3.2675716387852,5.75912446401366,-0.817630635095028
"4420","YDR529C",3.60060734465972,6.3457339061241,-0.817546747836324
"553","YGL007W",0.0900834286381886,0.15872961374753,-0.817237669374491
"2147","YDR451C",1.97091622656885,3.47134763978295,-0.816629395594287
"5605","YER002W",6.36589562376533,11.2076909880865,-0.816053676660611
"4195","YNL097C",1.77710036495336,3.12628326207093,-0.814923339556531
"4383","YKL065C",8.44054428331149,14.8481201729483,-0.814872353699394
"1914","YNL203C",0.0627854199599496,0.110420600867847,-0.814507876618918
"1061","YDR272W",4.79626012476659,8.42992274750471,-0.813609504934811
"3197","YEL044W",2.56055321401881,4.49963948536478,-0.813353874391632
"5199","YLR145W",0.944511100267068,1.65975965679483,-0.813334688809248
"4764","YLR457C",0.499553558811773,0.876463519388538,-0.811054681164054
"1239","YIR009W",0.450417143190943,0.790197424960532,-0.810951406527059
"3547","YMR273C",4.48506282583466,7.86746781183412,-0.810771176777961
"2614","YJL160C",0.253871480707622,0.445133047248509,-0.810138276991154
"5583","YER137C",0.324846303271044,0.569356223224837,-0.809574283613803
"3534","YGR055W",21.0959011065431,36.966746784289,-0.80926537314738
"3066","YIL106W",2.70796246088131,4.74463519354031,-0.80908942558844
"770","YPL003W",2.40222476368503,4.20633476430956,-0.808192529771483
"64","YNL208W",19.1577424903881,33.5437081573857,-0.808114616548108
"209","YBL062W",0.0354874112817107,0.0621115879881641,-0.807555115977152
"1011","YGR072W",2.06918905781051,3.61972532219912,-0.806814757082107
"3123","YJL178C",7.90004371148236,13.8198283273665,-0.806807153440279
"687","YGR108W",8.35592045640895,14.6169270398813,-0.806769377141276
"4223","YLR093C",5.03102299939944,8.79569098787946,-0.80594513506742
"1885","YDR377W",4.73074490393881,8.26429184620294,-0.804823834139304
"5409","YDL025C",2.51687640013363,4.39612017205117,-0.804596454502894
"1891","YOR327C",5.05559120720986,8.83019742565066,-0.804565881455141
"3633","YNL283C",1.69793613978646,2.96410300454628,-0.803813383683792
"528","YDR146C",4.59971446228327,8.02964806935877,-0.803792452012059
"5495","YMR195W",0.969079308077483,1.69081545078891,-0.803032557286457
"5049","YDR408C",6.08745593524729,10.6210815459761,-0.803019354196474
"749","YKL155C",4.40043899893212,7.67423176031538,-0.802374876871471
"3775","YMR199W",3.88996623664905,6.78396566581837,-0.802371235077045
"5997","YNL153C",3.45865769953288,6.02827467862904,-0.801532916451881
"3147","YHR022C",0.461336346662238,0.804000000069013,-0.801376541048027
"3776","YER118C",5.21937925927929,9.09589699648892,-0.801337679703234
"540","YDR231C",0.584177385714314,1.01793991425047,-0.801173990523988
"1407","SCER_lnc1305",1.46590306602143,2.55347639506897,-0.800673015206831
"5799","YMR236W",3.99096886875854,6.94959656712014,-0.800190204730279
"295","YDR244W",3.65247356114837,6.35953648123258,-0.800047787665183
"3920","YDR071C",13.2886706245667,23.1365665255911,-0.799977996754039
"1147","YGR122W",3.30032924919909,5.74532188890518,-0.799777765385432
"2378","YFL016C",6.45051945066787,11.2283948507492,-0.799664454374612
"4157","YPL171C",0.166517852937258,0.289854077278099,-0.799649917891805
"2478","YML030W",1.62969111809087,2.83642918479283,-0.799477295092809
"5930","YDR075W",3.74801659152221,6.52171673875723,-0.799124441637266
"1755","YKL016C",6.58700949405906,11.4595879838163,-0.798859639962888
"779","YBR241C",1.46590306602143,2.55002575129185,-0.79872210883667
"3245","YJL133W",2.78166708431255,4.83780257552256,-0.798402130520741
"4860","YOL038W",13.1358017759686,22.8398111607588,-0.79804646096834
"1089","YDR309C",2.20567910120171,3.83366523638057,-0.797501451313228
"5212","YPR131C",2.42679297149544,4.21668669564092,-0.797058793664891
"5650","YJL048C",1.80985797536724,3.14353648095653,-0.796512016365394
"1446","YDR405W",1.26389780180246,2.19460944224846,-0.79608440470005
"5301","YLR210W",2.22205790640865,3.85781974282041,-0.795889321252874
"2442","YGL035C",5.78990764065448,10.0517253227512,-0.795830913285724
"5895","YFR041C",3.56239013251018,6.18010300482233,-0.794785363204645
"1176","YDL119C",0.769803844726339,1.33539914174553,-0.794708236421548
"5133","YIL130W",7.47965437783748,12.9675193144178,-0.793859006248098
"65","YJL188C",9.30043155667602,16.1214077267057,-0.793608159459602
"2377","YBR119W",1.01548592283049,1.75982832633132,-0.793264458426758
"3429","YFL067W",0.169247653805082,0.293304721055219,-0.793264458426758
"3813","YNR017W",5.43230372696955,9.41335622398398,-0.793145046269092
"1516","YDR156W",2.65336644352483,4.59625751112414,-0.792635696141412
"3949","YAL015C",1.91632020921238,3.31951931358966,-0.792635696141412
"5454","YKL085W",10.2531320595466,17.7604635208378,-0.792604552228691
"1118","YNL110C",7.85636689759717,13.6058884131851,-0.79229695104345
"763","YLR437C",1.77437056408553,3.071072961637,-0.791435450613874
"3725","YAL013W",2.48957839145539,4.30295279006892,-0.789425568340859
"4088","YOR201C",2.95364453898546,5.10350214636082,-0.788991385948184
"1703","YDL014W",39.1371550419912,67.6222661002251,-0.788959476027452
